Position,Name,CPU,Clock Speed,Score (cb),extra info
1153,Jumper118,Intel Core I5 655K,4.755ghz,351,
1154,Lays,Intel Pentium G3258,4.724ghz,349,
1155,harrynowl,Intel Pentium G3258,4.7ghz,349,
1156,Jumper118,Intel Xeon X5460,3.16ghz,348,
1157,TheElt,Intel Core I7 5557U,3.1ghz,348,
1158,iHardware Shelden,Intel Core 2 Quad Q8200,3.458ghz,345,
1159,tmcclelland455,Intel Pentium G3258,4.7ghz,344,
1160,Zerotolerance94,Intel Pentium G3258,4.7ghz,342,
1161,iHardware Shelden,Intel Core 2 Quad Q6700,3.429ghz,341,
1162,Jumper118,AMD Athlon II X4 740,4.318ghz,340,
1163,iHardware Shelden,AMD Phenom II X4 840,3.808ghz,340,
1164,TheJammieDodger,Intel Pentium G3258,4.6ghz,338,
1165,bubdubs,AMD Athlon II X4 750K,4.4ghz,338,
1166,bleechSNAK3,Intel Pentium G4560,3.5ghz,338,
1167,ProKoN,Intel Core I3 3220,3.621ghz,337,
1168,iHardware Shelden,Intel Xeon X3220,3.402ghz,336,
1169,Slick,Intel Pentium G3258,4.7ghz,335,
1170,FuzzyYellow,Intel Pentium G3258,4.6ghz,331,
1171,iHardware Shelden,Intel Core 2 Quad Q6600,3.33ghz,331,
1172,Jumper118,Intel Core I3 540,4.462ghz,330,
1173,Jumper118,Intel Core I5 650,4.55ghz,329,
1174,Bubblewhale,AMD A8 5600K,4.3ghz,329,
1175,Overl0rd,Intel Core I5 7200U,2.7ghz,329,
1176,dtronicsuk,AMD Athlon II X4 640 ,3.6ghz,328,
1177,Slugdude,Intel Pentium G3258,4.5ghz,328,
1178,LinusTech,Intel Core I7 6600U,2.6ghz,327,https://www.youtube.com/watch?v=ksnIE608xrU
1179,G33k 4 L1F3,Intel Pentium G3258,4.5ghz,324,
1180,ProKoN,Intel Core I3 2120,3.595ghz,323,
1181,Zhiv,Intel Pentium G4560,3.5ghz,323,
1182,KeltonDSMer,Intel Pentium G3258,4.56ghz,322,
1183,Jumper118,Intel Core 2 Duo E8500 ,5.781ghz,322,
1184,ProKoN,AMD Athlon 7850 BE,3.226ghz,320,
1185,Darpyface,Intel Core I5 6500U,2.344ghz,320,
1186,Overl0rd,Intel Core I5 5257U,3.1ghz,319,
1187,Jumper118,Intel Core 2 Duo E8600 ,5.743ghz,319,
1188,NeatSquidYT,Intel Pentium G3258,4.6ghz,318,
1189,Zachary Cartwright,AMD FX4300,4.5ghz,318,
1190,Waqas409,Intel Core 2 Quad Q9400,3.4ghz,317,
1191,Umeshwarnath,Intel Core 2 Quad Q8400,3.16ghz,316,
1192,LinusTech,Intel Core 2 Quad Q6600,3.2ghz,316,https://www.youtube.com/watch?v=ioyqHUtnZoY
1193,Jumper118,Intel Core I3 2120,3.522ghz,316,
1194,Stupidtiggers,Intel Pentium G3258,4.4ghz,312,
1195,Hacker90,AMD FX4100,4.515ghz,312,
1196,harrynowl,Intel Core 2 Duo E8400,5.338ghz,311,
1197,Darkman,AMD Athlon II X4 630,3.5ghz,310,
1198,dexT,Intel Core 2 Duo E8600 ,5.462ghz,308,
1199,79 Potatoes,Intel Xeon E5430 ,2.8ghz,307,
1200,ProKoN,Intel Core 2 Duo E8500 ,5.433ghz,306,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1201,FireFox,Intel Core I3 2120,3.54ghz,305,
1202,NeGaTo,Intel Core I3 3240,3.4ghz,305,
1203,Priller,AMD Phemon II X2 B55,4.020ghz,303,unlocked to 3 cores
1204,Overl0rd,Intel Core I7 3520M ,2.891ghz,303,
1205,ProKoN,Intel Core I3 2100,3.377ghz,303,
1206,agent_x007,AMD Phenom X4 9950 BE,3.159ghz,303,
1207,tmcclelland455,Intel Core 2 Quad Q6600,3ghz,302,
1208,DeanS,Intel Core I3 3220,3.3ghz,303,
1209,Musle,Intel Core I3 4130,3.4ghz,302,
1210,arnavvr,AMD A10 7700K,3.7ghz,297,
1211,Zm0gas,AMD A6 3400M,3ghz,296,
1212,toms94z71,Intel Core I7 Q740,1.73ghz,295,
1213,alanp1995,Intel Pentium G3258,4ghz,295,
1214,TX-OC,Intel Core 2 Duo E8400,5.204ghz,294,
1215,Jumper118,Intel Core 2 Duo E8400 MKII,5.204ghz,292,Single Stage Phase
1216,TheElt,Intel Core I3 4150,3.5ghz,291,
1217,Overl0rd,Intel Core I7 5500U,2.4ghz,290,
1218,ediz551,AMD A8 5600K,3.9ghz,285,
1219,deansmylie1993,Intel Core I3 3220 ,3.3ghz,285,
1220,dragoon2005,Intel Core 2 Quad QX6800,2.94ghz,284,
1221,Pasi123,Intel Core 2 Quad Q6600,3ghz,283,
1222,KeltonDSMer,Intel Core 2 Quad Q6600,2.89ghz,282,
1223,Overl0rd,Intel Core I5 5300U,2.7ghz,282,
1224,ProKoN,Intel Core 2 Duo E8400 MKII,4.968ghz,281,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1225,AdamKovacs,AMD A8 3850,2.9ghz,281,
1226,thewhitestig,Intel Core 2 Quad Q8200,2.8ghz,280,
1227,ProKoN,Intel Xeon E5260,5.083ghz,282,
1228,The_Strict_Nein,Intel Core I5 3360M,2.8ghz,277,
1229,iHardware Shelden,AMD FX8800P,2.1ghz,277,
1230,windude99,AMD Athlon II X4 645,3.1ghz,275,
1231,dtronicsuk,AMD Athlon II X4 640 ,3ghz,273,
1232,k1ske,Intel Pentium G3258,4.2ghz,272,
1233,Gofspar,Intel Xeon E5410,2.34ghz,272,
1234,iHardware Shelden,Intel Core I5 650,3.75ghz,271,
1235,LeinadTM,Intel Core I7 4510U,2.6ghz,271,
1236,DildorTheDecent,Intel Core 2 Quad Q6600,2.4ghz,269,
1237,dsv1999,Intel Core I5 3320M,2.6ghz,268,
1238,Slick,Intel Core 2 Quad Q6600,2.7ghz,267,https://www.youtube.com/watch?v=ioyqHUtnZoY
1239,ProKoN,Intel Pentium E5400,5.219ghz,266,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1240,Gofspar,Intel Core 2 Duo E8500 ,5.14ghz,266,
1241,Jumper118,Intel Core 2 Duo E7600,5.002ghz,265,Single Stage Phase
1242,beach_boy98,Intel Core I3 2120,3.292ghz ,264,
1243,GoogleGonnaSaveUs,Intel Core I5 3230M,2.6ghz,263,
1244,herman mcpootis,Intel Xeon X5355,2.667ghz,263,
1245,Jumper118,AMD Athlon II X4 635,2.9ghz,262,
1246,Jumper118,Intel Pentium E6000,5.243ghz,262,Single Stage Phase
1247,ProKoN,Intel Core I5 2520M,2.991ghz,261,
1248,rfjunkie,AMD Phemon II X4 840,3.2ghz,261,
1249,ProKoN,Intel Core 2 Duo E8400,4.682ghz,260,
1250,agent_x007,Intel Core 2 Duo E8400,4.752ghz,260,
1251,Jumper118,Intel Pentium E5200,5.19ghz,259,
1252,Daring,Intel Core I5 2540M,2.6ghz,259,
1253,GoogleGonnaSaveUs,Intel Core I5 3210M,2.5ghz,259,
1254,TassieTim,Intel Core I5 750,2.666ghz,257,
1255,ProKoN,Intel Xeon W3503,4.238ghz,257,
1256,iHardware Shelden,Intel Core I5 5200U,2.2ghz,257,
1257,Overl0rd,Intel Core I5 2520M,2.991ghz,256,
1258,ProKoN,Intel Core 2 Duo E7600,4.760ghz,256,
1259,Jumper118,Intel Core 2 Duo E7400,4.86ghz,256,
1260,FireFox,Intel Core I5 2520M,2.5ghz,255,
1261,ProKoN,Intel Core 2 Duo E6850,4.94ghz,254,dice dice baby https://www.youtube.com/watch?v=rog8ou-ZepE
1262,Jumper118,Intel Core I5 2520M,2.5ghz,254,
1263,ProKoN,Intel Core I5 2450M,2.9ghz,254,
1264,Jumper118,Intel Pentium E6600,4.976ghz,254,
1265,Dabobminable,Intel Core I3 7100U,2.4ghz,253,
1266,ToXiCx313,Intel Core 2 Quad Q8400,2.51ghz,251,
1267,Jumper118,Intel Pentium E5300,5.004ghz,251,Single Stage Phase
1268,Pasi123,Intel Core I5 3210M,2.5ghz,251,
1269,GoogleGonnaSaveUs,Intel Core 2 Quad Q9550,3.027ghz,251,
1270,DarkBlade2117,AMD A6 3650,4ghz,250,
1271,Jumper118,Intel Pentium E5700,4.944ghz,250,Single Stage Phase
1272,Dabombinable,Intel Core I5 2540M,2.6ghz,250,
1273,Harry99710,Intel Core 2 Quad Q6600,3.087ghz,249,
1274,Mr.Meerkat,Intel Core I7 4500U,2.4ghz,248,
1275,SlowMixit,Intel Core I5 2540M,2.5ghz,248,
1276,Jumper118,Intel Core 2 Quad Q8300,2.5ghz,246,
1277,Jumper118,Intel Pentium G6950,4.41ghz,246,
1278,Jumper118,Intel Xeon W3503,4.014ghz,245,
1279,Ryan Leech,Intel Core 2 Duo E8500,4.5ghz,244,1.7v
1280,tmcclelland455,AMD A6 3650,2.6ghz,242,
1281,LOLPhilips,AMD A6 3650,2.6ghz,242,
1282,ProKoN,Intel Core 2 Duo E7500,4.462ghz,242,
1283,Jumper118,Intel Pentium E6500,4.733ghz,241,
1284,Dabobminable,Intel Core 2 Duo E8500,4.418ghz,240,
1285,arnavvr,Intel Core I5 2430M,2.4ghz,239,
1286,LeinadTM,Intel Core 2 Quad Q6600,2.4ghz,236,
1287,GoogleGonnaSaveUs,Intel Core i7 3517U,2.4ghz,234,
1288,ProKoN,Intel Core 2 Duo E6600,4.582ghz,232,
1289,Bubblewhale,Intel Core i7 720QM,2.793ghz,231,
1290,FuzzyYellow,Intel Core I5 2435M,2.4ghz,231,
1291,ProKoN,Intel Pentium E5500,4.524ghz,230,
1292,Lays,Intel Pentium G3220,3ghz,230,
1293,Jumper118,Intel Pentium G2030,3.15ghz,230,
1294,TheElt,Intel Core I5 4200U,2.3ghz,229,
1295,Pasi123,2x AMD Opteron 2218,2.6ghz,229,
1296,DEcobra11,Intel Pentium G3220,3ghz,227,
1297,Jumper118,Intel Core 2 Duo E8400,4.124ghz,226,
1298,Jumper118,Intel Pentium E5400,4.456ghz,226,
1299,Jumper118,Intel Core 2 Duo E6600,4.41ghz,224,
1300,BbsMentos,Intel Core I5 650,3.2ghz,223,
1301,DEcobra11,Intel Pentium G2130,3.2ghz,222,
1302,Cracklingice,AMD Phenom X4 9750,2.4ghz,222,
1303,Jumper118,Intel Core 2 Duo E6750,4.404ghz,221,
1304,Jumper118,Intel Pentium E5500,4.332ghz,218,
1305,Jumper118,Xeon 5150,4.321ghz,219,Single Stage Phase
1306,iHardware Shelden,AMD Phenom X4 9650,2.310ghz,219,
1307,Jumper118,Intel Pentium E6700,4.32ghz,216,
1308,Jumper118,AMD Penom II X2 570,4.144ghz,216,
1309,iHardware Shelden,Intel Core 2 Duo E7200,4.25ghz,215,
1310,Jumper118,Intel Core 2 Duo E6550,4.154ghz,214,Single Stage Phase
1311,Dabombinable,Intel Core m3-6Y30,1.5ghz,214,
1312,iHardware Shelden,Intel Core 2 Duo E7500,4.191ghz,213,
1313,tmcclelland455,Intel Core I5 580M,2.66ghz,212,
1314,Dabobminable,Intel Pentium E6500K MKII,4.44ghz,210,
1315,iHardware Shelden,Intel Pentium E5300,4.509ghz,210,
1316,LinusTech,Intel Core M 5Y31 ,2ghz,208,Video Water Cooling the Macbook 2015 (literally under water )
1317,79 Potatoes,Intel Core I5 560M,2.66ghz,208,
1318,purple_rider,Intel Core I7 6500U,2.6ghz,208,
1319,Jumper118,AMD Athlon II X2 4450e,4.353ghz,207,Unlocked 2nd core 
1320,Josh.Drayton,Intel Core 2 Quad Q9300,2.5ghz,207,
1321,X99stattrak,Intel Xeon X3210,2.14ghz,207,
1322,harrynowl,Intel Core 2 Duo E6300,4.154ghz,207,
1323,GoogleGonnaSaveUs,Intel Core I3 5005U,2ghz,207,
1324,ProKoN,Intel Core 2 Duo E6550,3.957ghz,206,
1325,DEcobra11,Intel Core 2 Duo E8400 ,3.807ghz,206,
1326,ProKoN,Intel Pentium G630,2.932ghz,206,
1327,ProKoN,Intel Core 2 Duo E6300,4.115ghz,205,
1328,ProKoN,Intel Core 2 Duo E6400,4.162ghz,205,
1329,Dabobminable,AMD Phenom II N970,2.233ghz,205,
1330,runit3,Intel Pentium G645,3.088ghz,204,
1331,Gofspar,AMD A10 5757M,3.237ghz,203,
1332,Priller,AMD Phenom II X2 B55,4.050ghz,201,
1333,iHardware Shelden,Intel Pentium E5800,4.32ghz,200,
1334,Jumper118,Intel Core I5 2410M,2.3ghz,199,
1335,Dabobminable,Intel Core I5 540M,2.53ghz,197,
1336,harrynowl,Intel Celeron E3300,4.706ghz,197,
1337,Jumper118,Intel Pentium G630,2.84ghz,196,
1338,iHardware Shelden,Intel Pentium E5400,4.185ghz,196,
1339,slashqpbyte,Intel Core I5 520M,2.4ghz,196,
1340,Jumper118,Intel Celeron E3000 ES,4.675ghz,195,
1341,Jumper118,Intel Celeron E3200,4.295ghz,191,
1342,Jumper118,Intel Core 2 Duo E6420,3.703ghz,191,
1343,Jumper118,AMD Athlon II X2 370K,5.07ghz,190,
1344,harrynowl,AMD Athlon II X2 4450e,4.060ghz,189,Unlocked 2nd core to athon ii x2 445
1345,ProKoN,Intel Core 2 Duo E4500,3.841ghz,189,
1346,Jumper118,Intel Celeron E3300,4.265ghz,187,
1347,Pasi123,Intel Pentium E5200,3.687ghz,187,
1348,Jumper118,AMD Athlon II X2 220,4.017ghz,186,
1349,Lord Nicoll,Intel Pentium G840,2.8ghz,185,
1350,Dabobminable,Intel Pentium E6500K,3.85ghz,184,
1351,Jumper118,Intel Core 2 Duo E6320,3.553ghz,184,
1352,NeGaTo,Intel Core I3 4130T,2.9ghz,184,
1353,iHardware Shelden,Intel Pentium E5300,4.004ghz,183,
1354,Jumper118,Intel Core 2 Duo E6400,3.729ghz,183,
1355,Jumper118,Intel Pentium E2160,4.267ghzghz,182,
1356,IHardware Shelden,Intel Core 2 Extreme X6800,3.673ghz,182,
1357,purple_rider,Intel Core I5 520M,2.4ghz,182,
1358,IHardware Shelden,Intel Core 2 Duo E8600,3.333ghz,181,
1359,ProKoN,Intel Core 2 Duo E6320,3.475ghz,179,
1360,Jumper118,Intel Core 2 Duo E6300,3.575ghz,178,
1361,Jumper118,Intel Core 2 Duo E4300,3.558ghz,178,
1362,iHardware Shelden,Intel Core 2 Duo E6850,3.701ghz,178,
1363,agent_x007,Intel Core 2 Extreme X6800,3.618ghz,178,
1364,arnavvr,Intel Core I5 2430M,2.8ghz,177,
1365,arnavvr,Intel Core 2 Duo E6550,3.5ghz,177,
1366,Jumper118,AMD A6 5400K,4.769ghz,176,
1367,bamerx98,Intel Core I5 430M,2.527ghz,176,
1368,Bubblewhale,Intel Pentium G620,2.6ghz,175,
1369,GoogleGonnaSaveUs,Intel Pentium G630,2.7ghz,175,
1370,GoogleGonnaSaveUs,Intel Core I3 370M,2.4ghz,175,
1371,IHardware Shelden,Intel Core 2 Duo E4400,3.707ghz,171,
1372,iHardware Shelden,Intel Core 2 Duo E6420,3.36ghz,170,
1373,FivePointOh,Intel Pentium E5800,3.8ghz,170,
1374,iHardware Shelden,Intel Pentium E5200,3.5ghz,169,
1375,Jumper118,Intel Core 2 Duo E4600,3.416ghz,168,
1376,ProKoN,AMD Athlon 64 x2 6000+,3.661ghz,167,
1377,Ragin Asian,Intel Core I3 370M,2.4ghz,167,
1378,tmcclelland455,AMD Athlon II X2 4450e,3.617ghz,166,
1379,KingCry,Intel Core 2 Duo P8600,3.337ghz,166,
1380,Jumper118,AMD A4 4000,4.483ghz,165,
1381,iHardware Shelden,Intel Core 2 Duo E6750,3.4ghz,165,
1382,ProKoN,Intel Pentium G620T,2.343ghz,165,
1383,Bubblewhale,AMD Athlon II X2 270,3.4ghz,165,
1384,Herman Mcpootis,Intel Core I5 M460,2.53ghz,165,
1385,iHardware Shelden,Intel Core 2 Duo E6550,3.401ghz,163,
1386,IHardware Shelden,Intel Core 2 Duo E6400,3.52ghz,163,
1387,purple_rider,Intel Core 2 Duo E8400 ,3ghz,163,
1388,ProKoN,AMD A6 3400M,1.4ghz,162,
1389,IHardware Shelden,Intel Core 2 Duo E4500,3.507ghz,162,
1390,Bubblewhale,Intel Core 2 Duo E6600,3.3ghz,162,
1391,GoogleGonnaSaveUs,Intel Pentium 2020M,2.4ghz,161,
1392,Overl0rd,Intel Core 2 Duo T9600,2.8ghz,160,
1393,Jumper118,Intel Pentium E2140,3.525ghz,160,
1394,iHardware Shelden,AMD A10 5757M,2.1ghz,159,
1395,Carpenter92,AMD A8 4500M,2.3ghz,158,
1396,KingCry,AMD Phenom II X2 B511,3.428ghz,157,
1397,iHardware Shelden,Intel Core I3 2310M,2.1ghz,157,
1398,purple_rider,Intel Core I3 6100U,2.3ghz,157,
1399,namandoesnotpanic,AMD A8 4500M,2.32ghz,157,
1400,Jumper118,AMD A10 7300,2.7ghz,156,
1401,arnavvr,Intel core I3 330M,2.13ghz,155,
1402,IHardware Shelden,Intel Core 2 Duo E4600,3.36ghz,155,
1403,Jumper118,AMD Athlon X2 5000+,3.256ghz,154,
1404,Jumper118,Intel Pentium E2180,3.548ghz,154,
1405,agent_x007,Intel Pentium D Extreme Edition,4.971ghz,152,
1406,ProKoN,Intel Pentium D 945,5.301ghz,151,
1407,IHardware Shelden,Intel Pentium E2220,3.694ghz,151,
1408,FireFox,Intel Core 2 Duo E8400 ,3ghz,150,
1409,Dabobminable,AMD Phenom II P920,1.6ghz,150,
1410,agent_x007,INel Pentium Extreme Edition 965,4.823ghz,150,
1411,purple_rider,AMD A6 7310,2ghz,150,
1412,IHardware Shelden,Intel Pentium E2210,3.701ghz,149,
1413,DEcobra11,Intel Celeron J1900,2ghz,148,
1414,Jumper118,Intel Core 2 Duo E6850,3ghz,147,
1415,tmcclelland455,Intel Core 2 Duo E7400,2.8ghz,146,
1416,Cheddle,Intel Atom X7 Z8700,2.4ghz,143,
1417,tmcclelland455,AMD Athlon 7850 BE,3.1ghz,143,
1418,Overl0rd,Intel Core 2 Duo T9550,2.793ghz,142,
1419,79 Potatoes,AMD Athlon II X2 245,2.9ghz,142,
1420,79 Potatoes,Intel Core 2 Duo E6750,2.8ghz,140,
1421,GoogleGonnaSaveUs,Intel Pentium B960,2.2ghz,140,
1422,purple_rider,Intel Xeon W3503,2.4ghz,139,
1423,iHardware Shelden,Intel Pentium E2180,3.5ghz,138,
1424,tmcclelland455,AMD Sempron 145,3.02ghz,136,Unlocked 2nd core to athon ii x2 445
1425,ProKoN,AMD Opteron 165,2.97ghz,135,
1426,ProKoN,Intel Pentium E2140,3.443ghz,133,1.825v
1427,agent_x007,AMD Athlon 64 X2 FX-62,3.003ghz,133,
1428,agent_x007,AMD Athlon 64 X2 FX-60,3.07ghz,133,
1429,tmcclelland455,Intel Core 2 Duo E7400,2.793ghz,132,
1430,iHardware Shelden,Intel Pentium E2140,3.252ghz,131,
1431,iHardware Shelden,AMD Athlon II X2 250,2.704ghz,131,
1432,ProKoN,AMD Opteron 170,2.88ghz,130,
1433,FireFox,Intel Core 2 Duo E6750,2.66ghz,130,
1434,iHardware Shelden,Intel Pentium E2160,3.24ghz,130,
1435,ProKoN,AMD Athlon 64 X2 4800+,2.84ghz,128,
1436,L_Wolf,Intel Core 2 Duo E6700,2.66ghz,126,
1437,iHardware Shelden,AMD A4 5300,3.4ghz,126,
1438,Jumper118,Intel Pentium D 925,5.012ghz,125,
1439,Jumper118,AMD Athlon 64 X2 4600+,2.943ghz,123,
1440,Jumper118,AMD Athlon 64 X2 4400+,3.001ghz,123,
1441,Konasumi,Intel Pentium E5300,2.6ghz,122,
1442,Jumper118,Intel Pentium D 945,4.882ghz,121,
1443,agent_x007,Intel Pentium Extreme Edition 840,4.324ghz,121,
1444,Techfan@ic,Intel Core 2 Duo E8400,3ghz,120,
1445,Dabobminable,AMD A8 4555M,1.6ghz,119,
1446,iHardware Shelden,Intel Core 2 Duo T7700,2.4ghz,119,
1447,VegabondWraith,Intel Pentium P6200,2.13ghz,118,
1448,thinkoffcenter,Intel Celeron G1101,2.266ghz,117,
1449,Jumper118,AMD Athlon 64 X2 4200+,2.698ghz,114,
1450,Jumper118,AMD Sempron 145 MKII,4.482ghz,111,
1451,FireFox,Intel Core 2 Duo T8100,2.1ghz,109,
1452,ProKoN,Intel Core 2 Duo T8100,2.1ghz,107,
1453,Jumper118,AMD Athlon 64 X2 3800+,2.473ghz,106,
1454,Recon-UK,Intel Core 2 Duo T6600,2.2ghz,105,
1455,bear-in-the-air,2x Intel Xeon 3.6ghz,3.6ghz,102,
1456,maxtch,Intel Core 2 Duo T7400,2.17ghz,102,
1457,Intelfreak,Intel Atom x5 Z8350,1.44ghz,97,
1458,Gofspar,AMD Turion 64 X2 TL-60,2.296ghz,95,
1459,DEcobra11,Intel Core 2 Duo T5750,2ghz,93,
1460,Jumper118,Intel Celeron G465,2.038ghz,93,
1461,Jumper118,AMD Sempron 145,3.92ghz,92,
1462,iHardware Shelden,AMD Athlon 64 X2 4800+,2.512ghz,91,
1463,Pasi123,Intel Core 2 Duo T7200,2ghz,91,
1464,Dabobminable,Intel Pentium N3710,1.6ghz,91,
1465,DEcobra11,AMD Athlon 64 X2 3800+,2.55ghz,90,
1466,ProKoN,Intel Celeron G460,1.97ghz,89,
1467,iHardware Shelden,Intel Pentium D 930,3.9ghz,89,
1468,LinusTech,Intel Core M 5Y31 ,1.1ghz,88,Video Water Cooling the Macbook 2015 (passive)
1469,iHardware Shelden,AMD Athlon 64 X2 4400+,2.3ghz,88,
1470,TheElt,Intel Core 2 Duo T7100,1.989ghz,83,
1471,GoogleGonnaSaveUs,AMD Athlon X2 QL-66,2.2ghz,83,
1472,TheElt,Intel Pentium E2180,2ghz,80,
1473,GoogleGonnaSaveUs,Intel Core 2 Duo T5500,1.67ghz,78,
1474,ProKoN,Intel Celeron 430,4.023ghz,74,
1475,TheElt,AMD Athlon 64 X2 3800+,2ghz,73,
1476,PokeCatz,Intel Pentium T2370,1.73ghz,72,
1477,IHardware Shelden,Intel Pentium 4 651,4.675ghz,71,
1478,Jumper118,AMD Athlon 64 FX-57,3.08ghz,70,
1479,harrynowl,Intel Pentium 4 641,4.684ghz,70,
1480,GoogleGonnaSaveUs,AMD Athlon 64 X2 TK-57,1.9ghz,70,
1481,Jumper118,Intel Celeron 440,3.93ghz,69,
1482,Jumper118,Intel Celeron 430,3.766ghz,69,
1483,iHardware Shelden,AMD Turion 64 X2 TL-52,1.6ghz,67,
1484,purple_rider,Intel Celeron N2840,2.17ghz,66,
1485,agent_x007,Intel Pentium 4 730,4.272ghz,65,
1486,IHardware Shelden,Intel Pentium D 820,2.8ghz,63,
1487,Jumper118,Intel Pentium 4 630,3.901ghz,63,
1488,Jumper118,Intel Celeron 450,3.412ghz,63,
1489,Overl0rd,AMD Athlon II Neo K325,1.3ghz,61,
1490,IHardware Shelden,Intel Pentium 4 630,3.9ghz,58,
1491,purple_rider,AMD E1 6010,1.35ghz,55,
1492,IHardware Shelden,Intel Pentium 4 660,3.6ghz,54,
1493,agent_x007,Intel Pentium 4 3.2Ghz,3.540ghz,53,
1494,IHardware Shelden,Intel Pentium 4 531,3.527ghz,52,
1495,GoogleGonnaSaveUs,AMD Turion X2 RM-70,2ghz,51,
1496,purple_rider,Intel Celeron 1017U,1.6ghz,50,
1497,Harry99710,AMD GX-212JC SOC,1.2ghz,46,
1498,DEcobra11,AMD Athlon 64 3700+,2.2ghz,44,
1499,TheElt,AMD Athlon 64 3500+,2.2ghz,43,
1500,Bubblewhale,Intel Pentium 4 531,3ghz,39,
1501,purple_rider,Intel Pentium D 930,3ghz,35,
1502,ScrappyZeDog,AMD A6 1450,1ghz,35,
1503,GoogleGonnaSaveUs,AMD E-300,1.3ghz,31,
1504,iHardware Shelden,AMD Sempron 3000+,1.795ghz,23,
1505,Name taken,Intel Atom N450,1.667ghz,22,
1506,Goofygiggles,AMD C-50,1.013ghz,20,